Codigo,Ciudad,Departamento,Barrio,Direccion,Area Terreno,Area Construida,Detalle Disponibilidad,Estrato,Precio,Tipo de Inmueble,Datos Adicionales
18318,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0228,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18320,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0303,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18321,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0306,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18322,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0309,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18323,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0310,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18324,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0312,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18325,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0314,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18326,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0315,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18327,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0321,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18328,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0322,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18329,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0323,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18330,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0324,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18331,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0327,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18332,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0329,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18333,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0330,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18334,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0331,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
18335,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local B0333,0,0,COMERCIALIZABLE,COMERCIAL,7350000,LOCAL,
19140,CALI,VALLE DEL CAUCA,,Calle 52W No. 5A-92 AG 13 Depósito 38 Centro Comercial Santiago,0,0,COMERCIALIZABLE TERCEROS,CUATRO,7152000,DEPOSITO,"¡OPORTUNIDAD PARA INVERTIR! DEPOSITO, UBICADO EN EL NORTE DE CALI CON CERCANIA A PUNTOS INTERES COMO LA TERMINAL DE TRANSPORTES, COLEGIO HISPANOAMERICANO, EL VIVERO MUNICIPAL, EL MONUMENTO A LA SOLIDARIDAD, CLUB COLOMBIA Y PARQUE VERSALLES."
18842,CARTAGENA,BOLÍVAR,,"KILÓMETRO 4  DE LA VÍA MAMONAL  CARRERA 56, #60D-240, #60D-170, BODEGA 5A BARRIO ARROZ BARATO SECTOR PUERTA DE HIERRO",0,0,COMERCIALIZABLE CON RESTRICCION,DOS,377434000,BODEGA,"ESTE PORCENTAJE DE PROPIEDAD SE VENDE JUNTO CON OTROS 14 QUE CORRESPONDEN A BODEGAS UBICADAS EN LA  MISMA ZONA, POR UN PRECIO MINIMO DE VENTA DE $280.772.600."
18137,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local A1910,0,0,COMERCIALIZABLE,COMERCIAL,6884500,LOCAL,
18447,VILLAVICENCIO,META,,CENTRAL MINORISTA DE ABASTOS DE VILLAVICENCIO - CEMERCA Local G0705,0,0,COMERCIALIZABLE,COMERCIAL,6835500,LOCAL,
17336,PEREIRA,RISARALDA,AV 30 DE AGOSTO,CL 69  Ó ACCESO A CUBA  AV 30 DE AGOSTO  LOTE 13,0,0,COMERCIALIZABLE CON RESTRICCION,DOS,6832720,LOTE VIVIENDA,
11335,CALI,VALLE DEL CAUCA,CIUDADELA CHIPICHAPE,LT  B  PARTE DEL PREDIO CHIPICHAPE,430399.68,0,COMERCIALIZABLE FIDUCIA,RURAL,1667784060,LOTE VIVIENDA,"CISA VENDE SOLO LOS DERECHOS FIDUCIARIOS DEL 0.388%.
FIDEICOMISO ADMINISTRADO POR ACCION FIDUCIARIA S.A."
17337,PEREIRA,RISARALDA,AV 30 DE AGOSTO,CL 69  O ACCESO A CUBA  AV 30 DE AGOSTO  LOTE 13 A,0,0,COMERCIALIZABLE CON RESTRICCION,DOS,6333900,LOTE VIVIENDA,
12118,CALIMA EL DARIEN,VALLE DEL CAUCA,VEREDA PALERMO,LT 3B3,3073,0,COMERCIALIZABLE FIDUCIA,RURAL,49168000,LOTE VIVIENDA,"LOTE DE TERRENO QUE HACE PARTE DEL PROYECTO CALIMA RESORT, SECTOR QUE SE CARACTERIZA POR SER UNO DE LOS SITIOS MÁS IMPORTANTES DE INTERÉS AMBIENTAL, PAISAJÍSTICO Y RECREACIONAL DEL VALLE DEL CAUCA."
17009,VALENCIA,CÓRDOBA,,CALLE PRINCIPAL - CORREGIMIENTO GUADUAL,0,0,COMERCIALIZABLE,RURAL,4650000,LOTE AGRICOLA,LOTE RURAL DE USO AGRICOLA LOCALIZADO DEN LA VEREDA GUADUAL ALTO DEL MUNICIPIO DE VALENCIA CON UN ÁREA APROXIMADA DE 10.00 M2
16752,PEREIRA,RISARALDA,,CALLE 4  15  20 LOTE,0,0,COMERCIALIZABLE,CUATRO,282520862.6,LOTE VIVIENDA,
16909,MARSELLA,RISARALDA,,Local No 15 Sector Terminal de Transportes,0,0,COMERCIALIZABLE CON RESTRICCION,DOS,24000000,LOCAL,"GRAN OPORTUNIDAD DE INVERSIÓN LOCAL NO 15 SECTOR TERMINAL DE TRANSPORTES DONDE SE ARTICULAN ACTIVIDADES COMERCIALES, CENTROS COMERCIALES, TIENDAS, EXCELENTES PERSPECTIVAS DE VALORIZACIÓN, MUY BUENAS VÍAS DE ACCESO."
12709,CALI,VALLE DEL CAUCA,PRADOS DEL NORTE,CL 30N #  2B-38 LOCAL 562  CENTRO COMERCIAL SANTIAGO,0,0,COMERCIALIZABLE CON RESTRICCION,CUATRO,29605338.62,LOCAL,"¡OPORTUNIDAD PARA INVERTIR! LOCAL EN PROINDIVISO, UBICADO EN EL NORTE DE CALI CON CERCANIA A PUNTOS INTERES COMO LA TERMINAL DE TRANSPORTES, COLEGIO HISPANOAMERICANO, EL VIVERO MUNICIPAL, EL MONUMENTO A LA SOLIDARIDAD, CLUB COLOMBIA Y PARQUE VERSALLE"
17992,BOGOTA,CUNDINAMARCA,,CR 70 NO. 49-77,0,0,COMERCIALIZABLE CON RESTRICCION,CUATRO,1448241600,CASA,
12708,CALI,VALLE DEL CAUCA,PRADOS DEL NORTE,CL 30N #  2B-38 LOCAL 564 CENTRO COMERCIAL SANTIAGO,0,0,COMERCIALIZABLE CON RESTRICCION,CUATRO,20701337.03,LOCAL,"¡OPORTUNIDAD PARA INVERTIR! LOCAL EN PROINDIVISO, UBICADO EN EL NORTE DE CALI CON CERCANIA A PUNTOS INTERES COMO LA TERMINAL DE TRANSPORTES, COLEGIO HISPANOAMERICANO, EL VIVERO MUNICIPAL, EL MONUMENTO A LA SOLIDARIDAD, CLUB COLOMBIA Y PARQUE VERSALLE"
12706,CALI,VALLE DEL CAUCA,PRADOS DEL NORTE,CL 30N #  2B-38 LOCAL 367 CENTRO COMERCIAL SANTIAGO,0,0,COMERCIALIZABLE CON RESTRICCION,CUATRO,20608003.68,LOCAL,"¡OPORTUNIDAD PARA INVERTIR! LOCAL EN PROINDIVISO, UBICADO EN EL NORTE DE CALI CON CERCANIA A PUNTOS INTERES COMO LA TERMINAL DE TRANSPORTES, COLEGIO HISPANOAMERICANO, EL VIVERO MUNICIPAL, EL MONUMENTO A LA SOLIDARIDAD, CLUB COLOMBIA Y PARQUE VERSALLE"
12707,CALI,VALLE DEL CAUCA,PRADOS DEL NORTE,CL 30N #  2B-38 LOCAL 370 CENTRO COMERCIAL SANTIAGO,0,0,COMERCIALIZABLE CON RESTRICCION,CUATRO,20608003.68,LOCAL,"¡OPORTUNIDAD PARA INVERTIR! LOCAL EN PROINDIVISO, UBICADO EN EL NORTE DE CALI CON CERCANIA A PUNTOS INTERES COMO LA TERMINAL DE TRANSPORTES, COLEGIO HISPANOAMERICANO, EL VIVERO MUNICIPAL, EL MONUMENTO A LA SOLIDARIDAD, CLUB COLOMBIA Y PARQUE VERSALLE"
